steps	episodes	elapsed	mean	median	stdev	max	min	low_con_average_q1	low_con_average_q2	low_con_average_q_func1_loss	low_con_average_q_func2_loss	low_con_average_policy_loss	low_con_q1_recent_variance	low_con_q2_recent_variance	low_con_policy_gradients_variance	low_con_policy_gradients_mean	low_con_policy_n_updates	low_con_q_func_n_updates	high_con_average_q1	high_con_average_q2	high_con_average_q_func1_loss	high_con_average_q_func2_loss	high_con_average_policy_loss	high_con_q1_recent_variance	high_con_q2_recent_variance	high_con_policy_gradients_variance	high_con_policy_gradients_mean	high_con_policy_n_updates	high_con_q_func_n_updates	final_x	final_y	final_z	state_reached_diff	state_reached_direction_diff	subgoals_mag_diff	subgoals_direction_diff
1535854	1906	45158.31864953041	-172.79741062252117	-170.32541060021123	113.49289560479859	-0.051065671460756135	-310.7497653135121	-500.17056	-500.59003	7.690007951259613	7.188452477455139	494.9780261230469	11413.534	11877.724	0.0	0.0	766677	1533355	-17.891407	-17.763304	0.5087783410400152	0.4873776759207249	17.569002599716185	417.41464	449.62857	0.0	0.0	76669	153338	-1.086200943282582	-0.02630092765582026	-0.1725697255580395	1.7571580781713136	-0.4999844009828794	0.01003031642996231	0.9999877805810538
1540861	1913	45301.99826002121	-122.02314000804785	-121.3262023831611	102.28130853219676	-0.03523826912165672	-300.39307481818827	-503.86176	-503.8988	7.656564106941223	7.302362949848175	495.39905426025393	13646.32	13772.939	0.0	0.0	769181	1538362	-17.027086	-16.885891	0.6186983346194029	0.639558772444725	16.50546914100647	504.67523	520.66064	0.0	0.0	76919	153839	-1.0860040088003529	-0.022782478474164036	-0.17248173267947542	0.7282962403636798	-0.3791790186801807	0.002492864049121035	0.9999949842119785
1545871	1923	45459.64927840233	-175.6583958008144	-171.82044724398287	89.08537597782218	-0.08319135681154818	-310.8389412335253	-492.88925	-492.9798	7.523066327571869	7.029754064083099	493.19297882080076	9205.331	9135.502	0.0	0.0	771686	1543372	-15.887892	-15.881295	0.633398223221302	0.6184566839039326	16.184859437942507	583.9887	580.7795	0.0	0.0	77170	154340	-1.0860352375305624	-0.02045452974227313	-0.17238456831619942	1.548077765341281	0.8981622427532812	0.21853740592940454	0.9980720443715281
1550876	1928	45610.522805929184	-176.69676097927078	-182.42757201340737	116.72061715892305	-0.05023356145787234	-327.25089637284015	-500.82513	-501.5091	7.518530578613281	6.952888503074646	493.04935546875	10219.406	11036.205	0.0	0.0	774188	1548377	-16.14395	-16.093868	0.7520898868143558	0.7392625479400158	15.05937078475952	477.81256	484.2462	0.0	0.0	77420	154840	0.42822259864385903	0.9354984641458546	-0.08061522520812903	1.4648160343458818	-0.603685426377351	0.006315832072704369	0.9999940922039952
1555882	1934	45760.938916921616	-171.16930139208594	-156.06308663573242	119.52690850949284	-0.08019025216116618	-327.3243730171623	-492.36646	-492.41107	7.209185028076172	6.65904016494751	490.37321319580076	8830.297	8711.584	0.0	0.0	776691	1553383	-15.72533	-15.676324	0.8271781784296036	0.8216979022324086	14.215737404823303	480.41284	481.4589	0.0	0.0	77670	155341	0.21908156719821137	0.31095341704429535	0.3589809469697134	1.4726177845930535	-0.8257307489058117	0.0002264327023942035	0.9999999962388063
1560890	1942	45904.90833902359	-146.08585410424422	-171.48040995946724	116.33527458250965	-0.08069482919023448	-310.7497653135121	-496.1513	-496.7664	6.951013247966767	6.398505177497864	490.74075988769533	10315.526	10526.9375	0.0	0.0	779195	1558391	-14.941323	-14.895965	0.8765063223242759	0.7940030893683434	13.677771711349488	579.6733	583.90674	0.0	0.0	77920	155841	0.8868163300411929	0.8165946308255161	0.12944749801503685	1.250162347627401	-0.9018400249610349	2.230597815162244	-0.12640019191765747
1565895	1947	46052.8812391758	-150.22322722149187	-169.31980189656414	97.64116097224627	-0.0655593487914022	-310.7497653135121	-496.02774	-496.30164	6.8523465394973755	6.483629853725433	489.42946044921877	9471.241	9505.206	0.0	0.0	781698	1563396	-13.338288	-13.164411	0.9644176843762398	0.8956866592168808	12.943901925086974	746.15784	753.24084	0.0	0.0	78171	156342	0.9099864748761217	-0.37378061701842136	-0.07425214441363304	1.6530018656309673	-0.7121373344244697	0.006152659757515922	0.9999965859191876
1570900	1952	46194.60286998749	-157.3344684431078	-135.00682599435038	130.16265385547914	-0.021785362825947195	-310.8389412335253	-490.37888	-490.1906	7.069347913265228	6.635933585166931	487.9836676025391	8990.814	9114.734	0.0	0.0	784200	1568401	-12.765694	-12.792309	0.9461261796951294	0.8903813996911049	11.817145738601685	774.0462	760.2529	0.0	0.0	78421	156842	0.353664525570081	0.14466532532521104	-0.19778366678669357	0.8374562737538701	-0.014120443459342574	0.6786106088627614	0.9597630451712649
1575908	1960	46343.27950835228	-133.51185877354672	-140.53925746922897	81.42598916413799	-0.08280117611110507	-228.05103502987396	-490.6806	-490.96143	7.206242418289184	6.840098366737366	487.70397491455077	9539.299	9616.958	0.0	0.0	786704	1573409	-11.946811	-11.956856	0.9962670662999153	0.9467852205038071	11.450246682167053	950.30096	955.7176	0.0	0.0	78671	157343	0.0773429136747068	0.49825870213641377	0.11015791300726185	1.1128974223703376	0.10447017575454177	0.0007912449898716468	0.9999997500139475
1580913	1965	46498.25115060806	-156.07624613957702	-147.26841875751163	84.66279971011413	-0.08031718431039829	-327.2396895578667	-488.99362	-489.05408	7.277772915363312	6.8984119319915775	485.73265655517577	7840.4897	8127.646	0.0	0.0	789207	1578414	-10.704061	-10.978704	0.9954784587025642	0.9683043262362481	10.047360455989837	909.841	878.30304	0.0	0.0	78922	157844	0.09596196869709028	1.0002684077779813	0.20971493811824238	1.6812708411691277	-0.1290828231952423	0.005008280669825082	0.9999956370969247
1585918	1970	46638.60129880905	-148.12222300742556	-170.5714304706131	114.66557635034225	-0.06321645610668115	-327.2396895578667	-493.103	-493.27634	7.195902860164642	6.734543006420136	486.4625451660156	11386.174	11277.197	0.0	0.0	791709	1583419	-9.721371	-9.728181	0.9837690171599388	0.9686996647715569	8.823272057175636	1046.9645	1037.7631	0.0	0.0	79172	158344	0.4474729847206924	0.48652714558846055	0.46463745911859844	1.404055935049573	-0.6336017942734079	0.000830289099824165	0.9999998953451353
1590924	1976	46786.45977497101	-194.68736346168893	-223.75370541970472	116.4569293060209	-0.0856224879598674	-307.2840952227943	-492.43845	-492.3993	6.751966681480408	6.287212905883789	483.41036346435544	10015.055	10197.055	0.0	0.0	794212	1588425	-8.093801	-7.9232497	1.118703670501709	1.1299349084496497	8.030547529906034	1159.7039	1166.3436	0.0	0.0	79422	158845	0.9981889149718524	0.5615526896592964	0.4061696583671024	0.9253269788795978	0.550554791785388	1.6387369943850496	-0.5814986278494051
1595929	1981	46933.97296118736	-182.9004765997689	-188.85934869162878	122.17882330403953	-0.09071768341522354	-324.96086301173415	-487.6817	-488.28812	6.583178632259369	6.226115996837616	483.0507870483398	8941.009	9402.284	0.0	0.0	796715	1593430	-10.082749	-9.94116	1.1340734899044036	1.1288236191868781	7.484448190033436	1083.8992	1107.3011	0.0	0.0	79672	159345	0.8159261302790954	0.36043489778865023	0.1679596680094615	1.6386914418307088	0.8061747412947426	0.0013620884477992252	0.9999998790637731
1600937	1989	47081.54032945633	-161.82852764680288	-145.19344603324407	113.17686012364106	-0.014111577793374139	-310.7497653135121	-492.7144	-492.6377	7.13106379032135	6.7315285420417785	481.598046875	10520.139	10509.194	0.0	0.0	799219	1598438	-7.479183	-7.595569	1.1805958318710328	1.1347009032964706	6.420867053866386	1189.6066	1168.0853	0.0	0.0	79923	159846	-1.0860410011273265	-0.024371943304791532	-0.1724780175872217	1.7203986874391513	0.3335060908699493	0.0005985551723581076	0.9999999462087822
1605944	1996	47224.61449480057	-140.08761479543455	-163.11488502116563	104.30156171312862	-0.08106616367486366	-259.65179763204765	-487.74557	-487.91818	6.676728999614715	6.226501421928406	481.54807861328123	9249.894	9209.045	0.0	0.0	801722	1603445	-7.059428	-7.064352	1.1840425178408622	1.2005057585239411	5.596091945841908	1392.7904	1389.5242	0.0	0.0	80173	160347	0.9840535288690266	0.41130848691334476	0.05874648687986772	1.4390149446721572	-0.7952480539833062	0.006377880215975248	0.9999963896824758
1610952	2004	47380.14437484741	-176.88528157992693	-179.90100238320235	88.75972803520274	-0.08068559718797766	-310.8389412335253	-479.8113	-480.02756	6.517532570362091	6.253510901927948	478.3917932128906	7885.038	7595.435	0.0	0.0	804226	1608453	-7.239704	-7.362695	1.14706039249897	1.1341669061779975	4.8034989869594575	1398.2273	1377.3435	0.0	0.0	80424	160848	-1.084549881051614	-0.022910935429408807	-0.1742495978388765	1.6708528391670354	-0.4224954201190921	0.0022117726332856434	0.9999992802510689
1615958	2010	47541.406257390976	-207.69417358734796	-197.0978517887057	68.96003848633873	-119.32340182057602	-314.87834590661396	-487.31427	-487.6877	6.3322072601318355	5.762525177001953	478.59482025146485	9368.859	9529.224	0.0	0.0	806729	1613459	-6.1863556	-6.3156967	1.145421534180641	1.136618206501007	4.193583560287952	1375.9182	1364.5895	0.0	0.0	80674	161348	-1.0859064626251076	-0.02056394124259553	-0.17245200308390007	1.5209201835680624	-0.9593557149145663	0.0022628135938358314	0.9999999118611231
1620964	2016	47682.973985910416	-130.2527766916806	-137.3316451249344	107.72680253794161	-0.05630174603407149	-310.8389412335253	-476.52423	-476.54807	6.37468220949173	5.8388120293617245	478.2222201538086	6987.579	6982.53	0.0	0.0	809232	1618465	-3.457291	-3.590187	1.1649015900492667	1.1686038106679917	2.6962187139317395	1621.8787	1615.9138	0.0	0.0	80924	161849	-0.44786130895761445	0.19003450768852104	0.20230762317895357	1.1696127746798701	0.2698498735825253	1.8342580411892282	0.013237319515381818
1625969	2021	47836.897381067276	-182.4144361394486	-187.4342553927024	92.20834990962952	-0.055045331974098506	-310.8389412335253	-485.4139	-485.71893	6.8649662601947785	6.304916059970855	476.6932183837891	10377.387	10592.17	0.0	0.0	811735	1623470	-0.5261693	-0.5021998	1.2424182870984077	1.2590343415737153	1.0369689150340855	1747.123	1756.7051	0.0	0.0	81174	162349	-0.1379925899539447	0.7869770228324078	0.3672135545991291	1.4224970253645868	-0.20539468379660333	0.0012399401640135824	0.9999996361272412
1630975	2027	47986.73363304138	-143.07560204973166	-163.2930861849953	84.37213442487754	-0.045743031621543175	-272.7271259090222	-475.26743	-475.34244	6.213207082748413	5.6702496266365054	473.6588439941406	8946.609	8804.295	0.0	0.0	814238	1628476	-1.3991444	-1.2152348	1.2654538077116013	1.2231083965301515	0.7616044654324651	1741.8477	1768.905	0.0	0.0	81425	162850	0.20828902424959916	0.5792596304107045	0.5381805858338622	1.3948473719681627	-0.4738086332195535	0.0007228945405401206	0.9999998958518993
1635982	2034	48150.64810752869	-207.7139168587705	-178.40575341454542	75.31101902640829	-110.94615209813138	-310.8389412335253	-476.9167	-477.11664	6.283696851730347	6.003721125125885	471.9391244506836	10250.869	10048.098	0.0	0.0	816741	1633483	-0.21440256	-0.2684718	1.2139160442352295	1.2124709355831147	0.12550143336877226	1951.4329	1935.8926	0.0	0.0	81675	163351	-1.0856133275803597	-0.021361245351155134	-0.1728463286589289	1.7253004940154941	0.5935064409470711	0.001041574617825968	0.9999998819601078
1640987	2039	48291.76064300537	-127.07830269906394	-136.83307173784928	107.05781782097246	-0.034301424391780584	-310.8389412335253	-479.05743	-478.61288	6.382814484834671	5.952192358970642	472.06250640869143	9646.91	9186.6875	0.0	0.0	819244	1638488	-1.1737007	-1.2511574	1.2581756496429444	1.243296709060669	0.24645198978483676	1835.2946	1822.8347	0.0	0.0	81925	163851	0.08687518356312829	0.7040490007819309	-0.07957868751560637	1.629711749571746	-0.058342378410865585	0.007647214243430126	0.9999890282343952
1645995	2047	48439.09643125534	-152.1843366137336	-162.08067068270094	94.02949042496164	-0.05105998607566933	-302.3902797270227	-478.26987	-478.56924	6.514205732345581	6.047278463840485	471.2281997680664	8118.5522	8283.912	0.0	0.0	821748	1643496	-4.4526334	-4.3457127	1.2332211476564408	1.191763002872467	-0.3681903496384621	1665.8584	1675.0117	0.0	0.0	82176	164352	-1.0847383864920344	-0.02127589684137754	-0.1739122702810305	1.409197386183455	-0.3730526221998301	0.000689377137358926	0.9999998969949793
1650000	2052	48574.48121595383	-183.27763546386652	-170.65481409942458	100.50433850758665	-0.09026322548691879	-327.2396895578667	-475.58765	-475.55792	6.384074206352234	6.050991065502167	469.7232162475586	7577.1235	7596.6123	0.0	0.0	823750	1647501	2.0096097	1.9921465	1.3409633439779283	1.2964176160097123	-2.651301794052124	2065.9287	2058.3608	0.0	0.0	82376	164752	-0.6315046757387165	0.32959882217311653	0.9559931741028549	1.1314380395448909	0.3195935566857126	2.062753267918712	-0.24804773040830239
1655005	2057	48717.10683608055	-153.447491040211	-178.96512745495977	121.59062742356055	-0.08315869501782114	-327.3243730171623	-478.16006	-478.23752	6.230724711418151	5.803142079114914	469.67510314941404	10059.081	10119.8955	0.0	0.0	826253	1652506	1.2019252	1.1455735	1.2988073617219924	1.242011445760727	-2.2281119341403244	2011.5287	2005.4164	0.0	0.0	82626	165253	-0.916311457995696	0.997906321668542	0.41934185181553474	0.9616788286109558	-0.6629626662492613	1.1128857626665223	0.6817642875881968
1660011	2063	48875.8893532753	-188.83236229775673	-185.15402572801332	87.6270038503739	-0.09177041025682596	-311.338044276793	-472.4274	-472.48575	6.381894361972809	5.894583630561828	468.34010528564454	8262.288	8543.451	0.0	0.0	828756	1657512	2.316723	2.3879158	1.26576209127903	1.270740080475807	-3.9947253116592765	2162.3394	2175.1472	0.0	0.0	82877	165754	-1.085888607408817	-0.020929994222683157	-0.1725796682653491	1.3663308425392195	0.8235499464584253	0.007433983831809695	0.9999952374233689
1665016	2068	49018.59134078026	-175.19625442419547	-194.3337786797802	141.24448980275528	-0.037241826342470065	-327.2396895578667	-473.38464	-473.95468	6.137647635936737	5.773712537288666	468.4008828735352	7830.677	7971.4634	0.0	0.0	831258	1662517	1.9802734	1.8534033	1.2712650817632676	1.2431169801950455	-3.8095267091179266	1921.9988	1920.8938	0.0	0.0	83127	166254	0.5810420938913703	0.2142309183794604	0.1580699389426672	0.8793301091355872	0.6705238695248975	1.5948844116359369	-0.14238152445165733
1670022	2074	49152.29361605644	-144.01770468062762	-159.07942264559202	137.0985531155612	-0.010657597161850604	-310.8389412335253	-470.81973	-470.80518	6.186608068943023	5.7597645878791806	466.9585516357422	7333.361	7109.409	0.0	0.0	833761	1667523	1.6713454	1.6375841	1.3196272557973863	1.2700892168283462	-5.171314850691706	1999.8313	1997.3127	0.0	0.0	83377	166755	-1.0859233973001496	-0.020457948266254244	-0.17244684112321518	1.36000756912743	-0.2309163558822541	0.0018820736114364813	0.9999990935102889
1675027	2079	49306.84326124191	-187.47914276249764	-169.06784812591894	99.50183455567064	-0.09385036579357658	-327.3243730171623	-473.3761	-473.53946	6.68000970363617	6.26642765045166	464.2983010864258	9984.71	9932.922	0.0	0.0	836264	1672528	1.8707572	1.9114556	1.2425520491600037	1.2163672822713851	-6.222031260756776	2020.5518	2026.18	0.0	0.0	83627	167255	0.2116009936365919	0.7858598774172936	0.4607819351184701	1.6576835410994926	0.3450606082490828	0.0012799260849005005	0.9999997374091694
1680034	2086	49459.02874445915	-183.80819363980874	-167.39573345449995	105.68014078750558	-0.08963598030014425	-322.57654034556253	-468.0037	-468.31833	6.047668890953064	5.474255633354187	463.739306640625	7774.288	7686.4517	0.0	0.0	838767	1677535	4.671748	4.5908175	1.3126689660549165	1.2713914120197296	-6.818801127746701	2325.173	2309.645	0.0	0.0	83878	167756	-0.0070866787063976755	0.1530204635082162	-0.07801815211666219	1.5715967105021822	0.3306539619224075	0.0010066079231826467	0.999999817305977
1685041	2093	49591.01915597916	-138.85167860226784	-163.17567667840086	128.34617137751277	-0.057585442428881146	-310.7497653135121	-468.84735	-469.14905	6.076526782512665	5.4019805479049685	461.15988891601563	7875.9453	7793.4595	0.0	0.0	841271	1682542	4.429038	4.504747	1.306730443239212	1.2589008343219756	-6.434640140160918	2265.549	2275.251	0.0	0.0	84128	168257	-1.0846424584841903	-0.022579344157606762	-0.17403446843420134	1.7090223472182164	-0.03721294987172302	0.0028718792458866027	0.9999985900446876
1690048	2100	49745.28081059456	-198.54785173950233	-203.44657078304658	89.39615487909875	-0.08173059230938098	-318.7264183020964	-465.95822	-466.6287	6.4784282219409945	5.859067417383194	462.3126211547852	6984.6416	7717.8345	0.0	0.0	843774	1687549	6.307036	6.2949033	1.242899022102356	1.2115254771709443	-8.666047507561743	2459.7742	2450.941	0.0	0.0	84378	168757	-0.9639623696632246	0.4541911812149346	-0.10783618500619052	1.7067802318921685	0.08396394693519967	0.005235027711856642	0.9999953293084823
1695055	2107	49893.142832517624	-137.96689675374853	-154.6293129342364	78.25920118437155	-0.02993132275258432	-235.66893335792872	-469.18375	-469.19485	6.042420997619629	5.412500205039978	463.2924694824219	9551.728	9524.864	0.0	0.0	846278	1692556	5.1968417	5.2405047	1.2409187072515488	1.2271500939130784	-7.558494786992669	2396.0286	2400.1157	0.0	0.0	84629	169258	0.6289009441255151	0.4925452852041041	0.20759617955277854	1.5223521076730697	0.9144289540606748	0.19466145818624106	0.9918075042721859
1700062	2114	50034.730638980865	-106.3504962507943	-133.94681959496955	78.84446761970848	-0.0710000273022297	-212.9124635907509	-466.35626	-466.47507	6.065230071544647	5.508853161334992	460.4104183959961	6463.0303	6422.6885	0.0	0.0	848781	1697563	5.0785027	5.137756	1.2396371728181839	1.2045369392633438	-9.686168321743608	2587.5974	2595.2153	0.0	0.0	84879	169759	-0.5562109684038623	0.5850167606800585	-0.07847660836983783	0.707075361990107	0.6021559037708759	1.4288546039347907	-0.8583370930142803
1705068	2120	50188.194007873535	-202.55913397209756	-195.48624424929943	100.60691622487367	-0.09451579738404503	-349.8534358429403	-465.40076	-466.01636	6.522692384719849	5.9994390892982485	464.9792953491211	7663.9424	8117.323	0.0	0.0	851284	1702569	8.335964	8.442428	1.3029568690061568	1.2522070920467376	-9.683972697257996	2613.493	2623.2534	0.0	0.0	85129	170259	-0.7730392996967173	0.5602917768459406	-0.2212068197927648	1.739299312280509	-0.5361464954522802	0.00613063630868193	0.9999955736383186
1710074	2126	50337.07096242905	-157.43749092088925	-153.29644151869857	105.50921931466308	-0.06609355686414008	-327.3243730171623	-470.86282	-471.35428	6.067605254650116	5.494060047864914	459.7477877807617	10603.472	10724.6455	0.0	0.0	853787	1707575	12.71941	12.689543	1.278816374540329	1.2737994301319122	-11.682092625498772	3007.2175	3002.5547	0.0	0.0	85380	170760	-0.5104743982567221	0.4832291366921999	-0.09627860417343792	1.1595146098251607	0.31778599584797146	2.166359693234618	-0.3901284096653325
1715082	2134	50482.920172691345	-189.6257927852367	-227.92685561151976	118.14893226560122	-0.08438551162029587	-310.82647507992715	-470.25482	-470.46933	6.564075801372528	6.110192575454712	462.1611456298828	7845.979	7874.772	0.0	0.0	856291	1712583	9.111983	8.914294	1.3846645778417588	1.3306220716238022	-12.047627806663513	2674.4944	2655.669	0.0	0.0	85630	171261	-0.7980058677041479	0.3299933426347168	-0.5541781096377616	1.7293363460354694	0.09726015737582812	0.0019573960900837076	0.9999993654865144
1720087	2139	50627.04335641861	-148.41733970399247	-153.88334365896642	92.43291314447369	-0.044474560920491034	-299.25376017921644	-472.05362	-472.2244	5.695864083766938	5.290454006195068	462.67895446777345	8578.873	8577.365	0.0	0.0	858794	1717588	11.68274	11.698849	1.2152205497026443	1.2446707183122634	-12.199990609884262	2832.7236	2835.1433	0.0	0.0	85880	171761	0.3168390973565587	0.32703341433686317	-0.4452206291779488	1.7371955441712637	-0.4995159744414887	0.0013567856609953202	0.9999997711049253
1725092	2144	50774.997463941574	-122.35180390958458	-129.59130266347194	86.76107562329827	-0.050785370407892265	-310.8389412335253	-466.2925	-466.8068	5.949895093441009	5.4776695394515995	462.23713287353513	8105.617	8402.2	0.0	0.0	861296	1722593	11.78866	11.631285	1.196638709306717	1.1959647804498672	-12.183534641861916	2879.1016	2862.3057	0.0	0.0	86131	172262	-0.15722880394989902	0.05789408274772745	-0.1244885873614473	1.6981831109281016	-0.43034231218924757	0.002088324059221689	0.9999993839005286
1730099	2151	50923.127806186676	-181.71082657361762	-206.1359305974334	115.37503393659418	-0.07380849690399417	-314.1458060373307	-469.94055	-470.05527	5.892247945070267	5.409418742656708	463.61383056640625	10174.128	10419.801	0.0	0.0	863800	1727600	13.635075	13.558486	1.2378803265094758	1.2131481462717055	-14.129029322862625	2956.3586	2951.1438	0.0	0.0	86381	172762	-0.5350577446495284	0.7993799405994497	-0.08197525604314915	1.103828566209628	-0.640179475124998	1.139313746365911	0.7659411388322024
1735701	2158	51081.45784664154	-154.06887993930636	-170.73684400101166	97.85385515083446	-0.03404519982378873	-288.29802304565567	-465.03568	-465.00964	6.160360209941864	5.7634667825698855	460.8340438842773	8941.785	8659.099	0.0	0.0	866601	1733202	14.932052	15.090252	1.2197132349014281	1.2366514366865158	-14.357471609115601	3193.5005	3220.9612	0.0	0.0	86661	173323	-0.461106778115951	0.2730027754628406	-0.18298656403985047	1.7430116885402007	-0.9353549334809589	0.004979272559059864	0.999999489498143
1740707	2164	51221.765325546265	-94.35634325767087	-105.89711357816405	70.58814953801017	-0.05536501445695017	-187.92208693921344	-467.92276	-468.1489	6.285607986450195	5.671667501926422	459.8207928466797	8868.752	9364.705	0.0	0.0	869104	1738208	13.19554	13.071668	1.2660105693340302	1.2191223961114883	-14.186891633570195	3044.8062	3037.0664	0.0	0.0	86911	173823	-1.0844322424670763	-0.02371311377030272	-0.17445437259280006	1.0107748822326361	0.3688016795766873	1.3009938429130254	0.3953401857738356
1745713	2170	51375.04507946968	-196.97484370685538	-192.9774652383195	104.24520984959827	-0.09684969459885358	-327.3227922217494	-470.60788	-470.83423	6.228417706489563	5.735464338064194	460.0503674316406	12014.644	12241.964	0.0	0.0	871607	1743214	13.744455	13.633262	1.2734542554616928	1.2710426843166351	-14.537897908762098	2974.4683	2975.6628	0.0	0.0	87162	174324	-0.8935904209699101	0.31798588794687443	-0.27938001837764526	1.7213955532861365	0.16058023684680572	0.004508782718819315	0.9999966581854082
1750718	2175	51531.83059453964	-164.00838643084182	-149.6873893530875	84.74572641701397	-0.08098214172487228	-310.74980192092426	-466.562	-466.35217	6.0743880724906925	5.750352926254273	458.76844482421876	10296.279	9894.543	0.0	0.0	874109	1748219	10.820252	10.833004	1.2264177483320235	1.1892028778791428	-15.614255933761596	2723.9749	2726.7915	0.0	0.0	87412	174824	-0.517223695314506	0.5983468268360723	-0.07852915695584362	1.703264422670998	0.4364765848075767	0.004973792964654282	0.9999965486219836
1755724	2181	51671.66279006004	-136.97697486140126	-148.7160515004291	108.25801106427488	-0.06416224462871534	-306.47830141285533	-465.9135	-466.18948	5.545443255901336	5.147143316268921	457.15279296875	9331.998	9303.281	0.0	0.0	876612	1753225	13.428627	13.354676	1.1992450135946273	1.1596810692548751	-15.989482967853546	3128.2808	3112.2256	0.0	0.0	87662	175325	-0.7881484250579539	0.8624827254176668	0.4695334028663689	1.6203178346284803	-0.0009833141930597562	0.006105684500344723	0.9999929003094468
1760730	2187	51813.15525126457	-163.00672071868	-203.9326645562777	122.42404625109167	-0.07552568527208078	-310.83462563812145	-466.28342	-466.12207	5.768705489635468	5.444200538396835	457.67644866943357	10256.204	10108.142	0.0	0.0	879115	1758231	14.258157	14.180416	1.2009632605314255	1.1951685672998429	-15.783748910427093	3021.9038	3029.266	0.0	0.0	87912	175825	-0.9829757112755562	0.26632518905483327	-0.11730255669704048	1.4203110410846775	-0.9452067753602796	2.497512224955425	-0.12383589356316105
1765735	2192	51960.33503651619	-120.38826132102076	-134.40588679640985	72.67356935468887	-0.0905412714128377	-242.28079662391193	-463.4276	-463.48367	6.035805852413177	5.610183593034744	457.74400817871094	9312.971	9329.147	0.0	0.0	881618	1763236	15.487654	15.376647	1.1451564157009124	1.1348607224225997	-16.544946201443672	3067.761	3038.4934	0.0	0.0	88163	176326	-0.3217460136566819	0.47988543921048366	0.4560963822939128	1.4757410024869029	0.9801500981099003	0.00038443043387409556	0.9999999986663504
1770740	2197	52107.0865046978	-169.8236612334433	-175.4005503726912	108.8334654033132	-0.028349178237548896	-314.8204430441697	-466.297	-466.68268	5.7756890249252315	5.420574456453323	458.77098724365237	9624.08	9685.42	0.0	0.0	884120	1768241	19.284325	19.458693	1.218132140636444	1.1406805431842804	-16.22938556790352	3170.1775	3190.7544	0.0	0.0	88413	176826	-0.7725681511687966	0.3703489831708189	-0.34976718603316537	1.8693381507437044	-0.4947790719527187	0.020441470279221885	0.9999548469937058
1775745	2202	52262.06982707977	-180.68226966730623	-181.48016067761907	98.622781275234	-0.08100002247881503	-327.24735428428266	-463.56308	-463.5362	5.827658817768097	5.417538863420487	459.7402911376953	8004.6865	7905.9634	0.0	0.0	886623	1773246	16.653114	16.847233	1.2189149671792985	1.1856168073415756	-17.401581506431103	3128.6074	3152.3694	0.0	0.0	88663	177327	-0.9844319268832691	0.5211598902468142	-0.14832663458828677	1.2980934488837972	-0.9035646764205584	2.025943852315202	0.11521917023901518
1780750	2207	52403.444605350494	-150.04091930045325	-153.71275664191168	122.00628921812465	-0.03942418670176604	-325.7469991700805	-464.08603	-464.30838	5.956037685871125	5.451694767475129	457.9768667602539	8290.053	8322.58	0.0	0.0	889125	1778251	17.26229	17.34588	1.1837127327919006	1.1720338618755342	-18.01639018058777	2954.745	2962.5393	0.0	0.0	88913	177827	-0.17281588221191102	0.24824203513396914	-0.08729499012971109	0.33171785433810663	0.275851273010439	1.2679153876212756	-0.8148598697849603
1785756	2213	52560.1424267292	-163.47718759556764	-159.97277065939966	79.49049913716674	-0.09968093417557639	-327.2396895578667	-463.39194	-463.64725	5.686701097488403	5.209357200860977	455.91363128662107	9728.751	9822.084	0.0	0.0	891628	1783257	13.859815	13.847076	1.1228072851896287	1.1319242775440217	-17.505230536460875	2820.4512	2827.647	0.0	0.0	89164	178328	-1.0858795826959027	-0.021318866768847977	-0.1724185266172672	1.4085188471415593	0.9483373573057265	0.002959568787110649	0.999999777800857
1790761	2218	52721.89412140846	-197.56890887765502	-208.78643980971742	43.6244353078817	-126.03164473956804	-249.8311994855095	-464.93082	-465.4695	5.680790195465088	5.385391532182694	456.9457473754883	10563.13	10728.524	0.0	0.0	894131	1788262	18.223312	18.262058	1.084872550368309	1.1010134798288345	-18.778561763763427	3096.8562	3093.5845	0.0	0.0	89414	178829	0.20943171587236087	0.6532379672639959	-0.11016457637804622	1.7150800074253505	-0.9352424979796825	0.0012391403463655915	0.999999967290966
1795767	2224	52886.491106271744	-204.1551509432068	-176.9485504623265	76.43650151521015	-130.1729100327487	-327.3243730171623	-460.97015	-460.7525	6.389726564884186	6.002274588346482	456.5392041015625	14381.591	14456.947	0.0	0.0	896634	1793268	19.92807	20.046383	1.1281001156568526	1.0418612104654312	-19.252878665924072	3177.1743	3189.2563	0.0	0.0	89664	179329	-0.8765653621918651	0.7249669774538683	0.22026918925232164	1.740430225701785	-0.92863903790968	0.001091020853132553	0.9999999729582665
1800772	2229	53036.167879104614	-156.0125198400553	-167.17010798523933	93.60078803961355	-0.08191197032485834	-274.1208293831763	-455.7813	-455.74075	6.038723438978195	5.577492767572403	457.11218994140626	6591.4893	6666.6904	0.0	0.0	899136	1798273	16.209475	16.285446	1.1123731935024261	1.1014057719707488	-18.95167589664459	2977.8953	2976.007	0.0	0.0	89915	179830	0.46032778054761714	0.4544142672318965	-0.04456169430528867	1.707847457391113	-0.8082612642573778	0.0002529699634849629	0.9999999961965229
