steps	episodes	elapsed	mean	median	stdev	max	min	low_con_average_q1	low_con_average_q2	low_con_average_q_func1_loss	low_con_average_q_func2_loss	low_con_average_policy_loss	low_con_q1_recent_variance	low_con_q2_recent_variance	low_con_policy_gradients_variance	low_con_policy_gradients_mean	low_con_policy_n_updates	low_con_q_func_n_updates	high_con_average_q1	high_con_average_q2	high_con_average_q_func1_loss	high_con_average_q_func2_loss	high_con_average_policy_loss	high_con_q1_recent_variance	high_con_q2_recent_variance	high_con_policy_gradients_variance	high_con_policy_gradients_mean	high_con_policy_n_updates	high_con_q_func_n_updates	final_x	final_y	final_z	state_reached_diff	state_reached_direction_diff	subgoals_mag_diff	subgoals_direction_diff
520605	646	15071.214461565018	-197.9222075509222	-187.19464925812105	104.37856040301152	-0.08034962703208769	-327.3243730171623	-586.0385	-586.0452	11.322292175292969	10.550010657310485	582.10396484375	19789.496	19802.834	0.0	0.0	259053	518106	-15.074366	-15.067755	0.02246679644100368	0.021036905976943673	14.93872908592224	28.316143	28.288427	0.0	0.0	25906	51813	-1.0859274678187456	-0.021236018760317887	-0.17250500969197846	1.7512569427583284	-0.6027303264043931	0.0035840983008610604	0.9999986665515005
525614	655	15232.160489082336	-234.09155792667545	-247.36535096966435	88.31679374496568	-127.66613907070385	-374.0133260821848	-589.5213	-589.9876	10.828135504722596	10.06903835296631	582.3861499023437	19024.678	19428.709	0.0	0.0	261557	523115	-15.099041	-15.086241	0.02594414519146085	0.025929093854501845	15.015956659317016	28.170044	28.532696	0.0	0.0	26157	52314	-1.0859046137510957	-0.02136456531923714	-0.1724026741536827	1.7323883192838718	-0.1473165712485777	0.0005225435312180782	0.9999999554963572
530619	660	15379.050722837448	-167.58522893008032	-166.152270520203	114.81037173020948	-0.08442773767474149	-327.2448679971981	-589.03375	-589.0928	11.186639404296875	10.748393907546998	579.4699456787109	31162.406	31091.475	0.0	0.0	264060	528120	-15.63013	-15.609528	0.022566047636792062	0.021120371455326678	15.218365907669067	60.142956	58.46692	0.0	0.0	26407	52814	0.769994358006111	0.09695598529618166	0.04889952501158157	0.8985377590110608	0.6091893727271773	2.2394294960985848	-0.573540141074213
535625	666	15525.227628469467	-170.72049635368245	-132.48304375696398	124.63471349227994	-0.0217745107534017	-331.5180080493973	-579.4854	-579.83563	10.666867542266846	10.28396434545517	581.1271643066407	15060.867	15209.182	0.0	0.0	266563	533126	-15.541353	-15.544947	0.027803454352542757	0.0265082816965878	15.295180683135987	46.66397	46.251427	0.0	0.0	26657	53315	0.26853479506573064	0.2647198568536382	-0.43926422270306764	1.726271923599121	-0.05033583582199207	0.0033074089547660947	0.9999981692627562
540630	671	15670.21246957779	-178.02653547625263	-190.27327138294652	116.2391495984488	-0.04248875576769226	-327.32243200452484	-588.0658	-588.4653	11.274173064231872	10.744102463722228	581.2537921142579	23284.459	23123.557	0.0	0.0	269065	538131	-15.298121	-15.296631	0.023748380532488227	0.022850623773410916	15.264674558639527	26.325695	26.501413	0.0	0.0	26907	53815	-0.6136961169837315	0.501597748057927	-0.2925192879203501	1.5295474615863143	-0.15796764768582802	0.002520435616271488	0.9999986762048164
545637	678	15830.155081272125	-223.6969129381857	-210.40943431775167	87.1162056691951	-126.22112267763652	-407.9388579114995	-591.8986	-592.08673	11.128331432342529	10.566217288970947	583.1581268310547	23617.11	23179.738	0.0	0.0	271569	543138	-15.226061	-15.229994	0.029393017580732702	0.02954459491185844	15.357304182052612	22.334242	22.182331	0.0	0.0	27158	54316	0.7002825385930016	-0.03355096500517318	-0.17534780564482388	1.6295834835081826	0.694232533715788	0.01622623680960095	0.999974318388971
550643	684	15983.708448171616	-218.15900841496392	-210.7640216804968	124.85367128145417	-0.05640759508332899	-424.2740972665815	-596.6217	-596.892	11.454913771152496	10.718761019706726	583.2551055908203	33968.016	32043.791	0.0	0.0	274072	548144	-15.382646	-15.375415	0.027797831604257226	0.030632143775001168	15.568264932632447	22.316929	22.405788	0.0	0.0	27408	54817	-0.39544606741944566	1.2247172608004413	-0.5979316806904251	1.4839347133712186	-0.45075571106458845	0.004520864078154938	0.9999963021954089
555650	691	16136.281744003296	-143.42639674691262	-142.8159886116866	77.26982415100179	-0.09893961268198932	-310.3466572771094	-584.03485	-584.6507	11.37910044670105	11.034761424064635	579.7661071777344	20480.17	20349.777	0.0	0.0	276575	553151	-15.560108	-15.561047	0.02997843125835061	0.031105568567290902	15.371953973770141	21.46985	21.30509	0.0	0.0	27658	55317	-0.8331778935880296	0.503356979706381	-0.1418243019212847	1.7176863629254029	-0.1822384865703223	0.0004940644870558627	0.9999999600072457
560656	697	16283.43700504303	-168.07347725492198	-201.16165546406882	99.85254690147977	-0.09408588323853047	-279.4995230606847	-583.0333	-583.3187	11.559443497657776	11.152679316997528	580.0286981201172	29202.541	29287.771	0.0	0.0	279078	558157	-15.466468	-15.484054	0.03826236391905695	0.038119524978101255	15.397772121429444	23.592716	24.344925	0.0	0.0	27909	55818	-1.08606008217216	-0.02045455369255711	-0.17237047478866108	1.7230272583207802	-0.9233187182211442	0.0014952890296901355	0.9999999444637392
565664	705	16442.69292807579	-201.35765906216938	-188.42340615555844	82.69758813342534	-100.66794059130444	-327.31372997315265	-585.0176	-584.6417	11.12172667503357	10.683572874069213	575.7012115478516	35338.625	34315.93	0.0	0.0	281582	563165	-15.833076	-15.843979	0.027089742850512265	0.021626151651144027	15.511269922256469	46.553013	49.259888	0.0	0.0	28159	56319	-0.05273406284461957	0.08978704890073375	-0.19403768257112275	1.6372161658698692	0.9988441795912332	0.000851553631213479	0.999999999687499
570670	711	16594.308332920074	-171.03662787643646	-138.94353140032143	103.73526196448552	-0.0835776733651545	-327.310987141934	-572.334	-571.8191	11.370541558265685	10.976261596679688	573.539912109375	25414.475	25340.838	0.0	0.0	284085	568171	-15.609276	-15.59376	0.02803485688753426	0.029488628497347236	15.556042976379395	37.546967	37.17559	0.0	0.0	28409	56819	-0.40900063170936396	0.04617631409904299	-0.39690147567218825	1.5665378795493263	-0.08431407504083986	0.0013644303332091764	0.999999623389304
575677	718	16746.874419927597	-208.02065735735368	-217.60428775264967	89.34300333551826	-0.06637969251116324	-303.03215009419466	-581.24084	-581.76025	11.735286383628845	11.29278516292572	573.4623876953125	24664.28	24932.023	0.0	0.0	286589	573178	-16.080702	-16.07041	0.027028111349791287	0.025486541311256588	15.699321393966676	48.173973	46.506645	0.0	0.0	28660	57320	-1.085491075029843	-0.023293674767321138	-0.1732240069927179	1.663364852779691	0.32719615463716967	0.002692639651724237	0.9999988300285316
580684	725	16872.81355690956	-110.76897137206774	-66.53914208638322	132.90129503208556	-0.03146410815681658	-325.6163009695138	-578.0287	-577.579	11.613536248207092	11.334225897789002	567.2187548828125	36832.133	36346.45	0.0	0.0	289092	578185	-15.775268	-15.766728	0.03168948243837803	0.02951107141561806	15.747410488128661	24.631899	24.543173	0.0	0.0	28910	57821	0.7385138767005033	-0.11946712312567476	-0.3613606238176147	1.7113433360881052	0.808715371469132	0.0037273873137689743	0.9999991793551785
585690	731	17019.281207561493	-179.57537580575644	-183.54620080804946	112.9773817198959	-0.0822366127075651	-315.0510197426243	-571.734	-571.1609	11.75136999130249	11.26823989868164	567.4016540527343	31443.738	28814.098	0.0	0.0	291595	583191	-15.666572	-15.672738	0.025614125817082823	0.02604189332574606	15.830052661895753	24.41504	24.423948	0.0	0.0	29160	58321	-0.4855029705890026	0.947861682581554	-0.5461090975500624	1.7162622769909792	0.871043956781946	0.0019371759574761224	0.9999998463025882
590695	736	17155.898787021637	-139.65617444587843	-137.84319952884687	131.99276830206375	-0.09250560504754692	-367.81791551485696	-573.0101	-573.06274	11.643324737548829	11.087285928726196	569.8851934814453	18825.863	19033.043	0.0	0.0	294098	588196	-15.818682	-15.804516	0.02197991472668946	0.02174633295275271	15.729597988128662	24.52982	24.611492	0.0	0.0	29411	58822	-0.8230487066296432	0.3871661282494492	-0.43873987129659153	1.1895797545906972	0.08342095920147209	1.7639357569958996	0.29719987067311576
595702	743	17303.768963336945	-160.4091194308075	-147.8468798314949	111.49550184259158	-0.022439954752349802	-327.30165061301744	-569.702	-569.5201	11.179368662834168	10.706008529663086	565.32359375	20004.172	19994.172	0.0	0.0	296601	593203	-15.817447	-15.821479	0.0272769479919225	0.02893744799308479	15.781282014846802	24.433924	24.269188	0.0	0.0	29661	59323	-0.7421813910755759	0.012703890109887928	0.0791806564375197	1.7226869693267388	0.18088931823637988	0.0039026001437218066	0.9999975179089872
600713	754	17459.784032821655	-181.1448114603135	-164.60031259984703	84.39043137362054	-57.18887865664174	-330.2470911468191	-571.5518	-571.4784	11.731938457489013	11.319282338619232	565.636953125	32942.105	32944.37	0.0	0.0	299107	598214	-15.9324	-15.940431	0.030141034787520768	0.029812087146565316	15.906665658950805	30.509872	30.508549	0.0	0.0	29912	59824	-1.0843249189655109	-0.02685093098929292	-0.1747567509458814	1.6943220342887753	-0.009436492241504734	0.0009655071432268194	0.9999998376506964
605719	760	17604.695358276367	-163.9587783054705	-179.1419766195532	102.74700728101415	-0.0815725045625928	-324.3710650515377	-566.8342	-566.70984	10.502691926956176	10.086563923358916	561.5832843017578	22694.209	22980.48	0.0	0.0	301610	603220	-16.322552	-16.322493	0.025651201568543912	0.02480247726663947	16.020722246170045	34.133015	33.777504	0.0	0.0	30162	60324	-0.031564235066344204	0.04427909046224898	-0.42995590338460665	0.9726963203732171	0.5933828240592338	1.8979571312713268	-0.10501390213210886
610725	766	17756.55984401703	-173.60117012050392	-174.78905040976952	86.85221421903047	-0.080118313857087	-310.8316586065038	-557.86664	-557.9129	11.278065929412842	10.97553270816803	557.382807006836	16506.518	16344.841	0.0	0.0	304113	608226	-15.948613	-15.946561	0.023179063675925135	0.02049482018686831	16.006180543899536	29.240503	29.176325	0.0	0.0	30412	60825	0.013765268481644721	0.15526691973317375	-0.1601237983529653	1.5598394377309683	0.27368539288041055	0.0006489430118556275	0.9999999199409753
615732	773	17913.81457710266	-185.1637665774696	-175.78854844774492	66.73188254671422	-107.08358922561206	-310.0829410972121	-555.79987	-556.282	10.281926674842834	9.889315276145934	555.9308355712891	17292.16	17508.742	0.0	0.0	306616	613233	-16.130472	-16.12953	0.02432423334568739	0.0215692950040102	15.964006938934325	25.834644	25.64569	0.0	0.0	30663	61326	-1.0858494668302119	-0.021429141772327354	-0.17261272355360013	1.455998614105322	-0.7769566563652389	0.002372145064867209	0.9999994739866276
620738	779	18072.634612560272	-177.19746221870366	-158.17663893244486	94.23163968294027	-0.04920240843003518	-325.0175714638884	-557.3035	-557.1851	11.324770016670227	10.973475408554076	550.4065625	31563.688	31855.52	0.0	0.0	309119	618239	-16.253325	-16.250658	0.02785806416068226	0.028445261418819427	16.136573543548582	26.911966	27.112509	0.0	0.0	30913	61826	0.30414181985617805	0.42755627380648775	-0.4825566944902898	1.6993559543048506	0.636713688088727	0.005624258102884524	0.9999967434763926
625744	785	18223.36304116249	-187.68919089163072	-233.94197739784084	115.60522831321839	-0.08442586144045085	-305.10831794623573	-556.42035	-557.07056	10.975661034584045	10.678636436462403	545.3617736816407	22580.314	22672.115	0.0	0.0	311622	623245	-16.151138	-16.148108	0.028810552954673767	0.021739091612398623	16.14344467163086	24.725992	24.652401	0.0	0.0	31163	62327	0.36401095656109916	0.013760088986389585	4.618301095260513e-05	1.8001345958687682	-0.8409075248694591	0.009218269601505836	0.999996159910877
630749	790	18354.387777090073	-134.22904864486281	-116.83232853350586	206.71818077993888	-0.067142612153546	-692.6207719834896	-538.2431	-537.8856	10.531848769187928	10.051730144023896	542.1273565673828	14057.006	13896.13	0.0	0.0	314125	628250	-16.074373	-16.082476	0.028380318265408277	0.028715229197405278	16.269170780181884	23.453411	23.633797	0.0	0.0	31413	62827	-0.9652709485278032	0.5269380205071774	0.06555338360598051	1.7303921376065998	0.44117479907986445	0.00022893381333873264	0.9999999929515526
635755	796	18494.333171844482	-138.36458748357333	-164.29193509755888	106.79077743362276	-0.08495904546549943	-310.7497653135121	-547.0521	-547.4982	10.771034832000732	10.09920432329178	538.4297946166993	20187.695	20490.748	0.0	0.0	316628	633256	-16.943933	-16.939325	0.025974202435463667	0.026020175525918603	16.3192573261261	67.385666	64.94129	0.0	0.0	31664	63328	0.6052263438561996	0.39937919017466195	-0.4225575423496437	1.2005921355408906	-0.6692396750130044	0.7701099814725141	0.9266830717683641
640764	805	18635.250933408737	-119.4342952825162	-118.90403533572976	101.55909488748975	-0.07148520697276717	-310.3797966990862	-545.7452	-545.7286	9.899416558742523	9.491933379173279	535.9621069335938	27419.13	27573.941	0.0	0.0	319132	638265	-16.64865	-16.653267	0.018647160059772433	0.021192396376281977	16.282815170288085	25.433668	25.234007	0.0	0.0	31914	63829	-0.4596860556257375	0.8207339373127145	0.9268029788568233	1.3034290621215794	-0.1460705276070495	0.007892367924712129	0.9999820589815359
645770	811	18767.640483140945	-97.33316010010174	-118.08000677564105	93.30096005851424	-0.011518125891894009	-233.34584927311076	-524.26215	-524.59326	10.599337797164917	10.13691698551178	533.2499404907227	12594.007	12719.764	0.0	0.0	321635	643271	-16.722591	-16.720648	0.022480553556233643	0.02464141983538866	16.3608437538147	47.734604	48.36419	0.0	0.0	32164	64329	0.8065844489211664	0.21967865456005398	0.09962283190113852	1.7502669077945612	-0.722347648033254	0.0032240804194249868	0.9999991886737599
650776	817	18921.894817113876	-192.23212297165833	-208.441695722445	89.69455738435688	-0.09102131800036073	-327.3243730171623	-544.62964	-544.3555	9.872458758354187	9.322101995944976	535.4195739746094	21829.463	21648.95	0.0	0.0	324138	648277	-16.486515	-16.486757	0.026442135516554117	0.02863908632658422	16.43543894767761	36.22377	36.279743	0.0	0.0	32415	64830	0.06752179219335108	0.34198996292035355	-0.2779637807777855	1.6754436057961997	-0.7725803182178635	0.002256370226905223	0.9999996344345476
655781	822	19074.745756149292	-171.01968107475102	-147.10662128030788	95.46468893721736	-0.08100081620689023	-327.2396895578667	-536.17413	-536.15375	9.027704923152923	8.650396492481232	527.1641912841797	21626.58	20991.555	0.0	0.0	326641	653282	-16.652895	-16.649529	0.02423078764230013	0.027966162478551267	16.493916158676146	27.04599	27.451712	0.0	0.0	32665	65331	0.26236303958167984	0.17533943696075616	0.22023793503018618	1.6733893953842252	0.3270691203792449	0.0126048273341231	0.9999746650947641
660786	827	19227.29181909561	-210.26726138793052	-207.78856747749916	133.65572678659467	-0.09327751080758268	-511.13960323213064	-532.69464	-533.1722	9.376034405231476	8.993844683170318	525.8047473144532	18945.508	19053.072	0.0	0.0	329143	658287	-16.707989	-16.705948	0.023639195915311575	0.02244830697774887	16.45193365097046	28.6029	29.20289	0.0	0.0	32915	65831	-0.7661809050597069	0.3549572035563202	0.4184651646138564	1.4905652777122167	0.009048884574453133	0.00078899354683577	0.9999998599189548
665793	834	19376.66671729088	-147.39845611224138	-145.94764377384413	105.13807242388381	-0.04899982855152226	-309.69013748465824	-535.0885	-535.7015	9.065812408924103	8.622895424365998	526.0111758422852	17252.941	17734.262	0.0	0.0	331647	663294	-16.602371	-16.600943	0.02395326230674982	0.024524240284226836	16.599677505493165	48.273903	47.887558	0.0	0.0	33166	66332	0.4689439098470203	0.00667856177233328	0.3210541804957352	1.6499839999520833	0.05959055198135557	0.00271836347694498	0.9999986476754065
670799	840	19533.326338529587	-177.75493176509838	-168.64382334709538	99.1557740881704	-0.03252680422112993	-327.3243730171623	-527.43665	-527.3065	8.425431270599365	7.977667593955994	522.7057861328125	15280.799	15146.641	0.0	0.0	334150	668300	-16.679192	-16.666576	0.021788556412793696	0.02502834228798747	16.686505126953126	35.11857	35.139397	0.0	0.0	33416	66832	0.3518883226427749	0.2024716005107008	0.30219339470360795	1.776101567399837	-0.6036333648146852	0.010355551815180922	0.999989195978971
675804	845	19681.415383577347	-213.11745276876846	-246.61374228063693	120.69863698311248	-0.06721149864794797	-324.10843480695763	-524.73096	-524.7011	9.166139996051788	9.00329496383667	521.6931314086914	13708.016	13798.856	0.0	0.0	336652	673305	-16.83613	-16.842466	0.028778184768743813	0.027876748517155648	16.664198541641234	58.45437	57.99275	0.0	0.0	33666	67333	0.37583995188976727	0.3490872327201926	-0.0024394634542680427	1.7006480587570965	0.1832292443078655	0.017537143732862782	0.9999486146800853
680809	850	19816.676828622818	-146.31683481559	-190.7336871616448	133.18986514427442	-0.08020306895987273	-302.15223800109504	-526.7326	-527.28534	8.610693833827973	8.342906031608582	521.7026458740235	15733.682	15887.072	0.0	0.0	339155	678310	-16.998873	-17.016844	0.02742936369497329	0.026532656326889992	16.730890045166017	47.091805	47.72265	0.0	0.0	33916	67833	0.9941647181549089	0.5077820865478673	-0.1247129190750228	1.7340333505728152	-0.714238838602307	0.0022909201260282097	0.9999995724866972
685815	856	19970.195999860764	-162.33830852549534	-131.53771976903977	92.72434706612486	-0.056250164588319294	-307.4075810870391	-530.2684	-530.3935	9.323989152908325	8.909834065437316	520.6174719238281	16528.662	16914.91	0.0	0.0	341658	683316	-17.16776	-17.166029	0.023454573261551558	0.021893811891786755	16.825727815628053	28.301199	28.356663	0.0	0.0	34167	68334	0.7146672844334676	0.31484704094996374	0.26643889862938996	1.1944386612151892	0.11359283174326724	2.2180837914170537	-0.07456744344643235
690822	863	20111.29677772522	-153.2841904019945	-154.71664047153405	123.69077219170292	-0.07201721283813474	-327.321337998137	-524.3643	-525.05365	9.011193232536316	8.485299363136292	522.0285128784179	14542.666	14664.278	0.0	0.0	344161	688323	-16.617039	-16.621582	0.02696790245361626	0.029659453416243195	16.824425773620604	37.891388	37.992275	0.0	0.0	34417	68835	0.2806980883262533	-0.11910698312490131	0.45780676612091464	1.6843617631996781	0.43904126856672343	0.010871995566512613	0.9999831838875682
695828	869	20266.96281838417	-159.0005113414368	-159.55484987102918	65.51966973982154	-0.09339800556146997	-255.66775522941577	-518.8275	-518.9745	7.920612564086914	7.556375243663788	521.7339364624023	12442.935	12694.335	0.0	0.0	346664	693329	-16.928804	-16.920921	0.024105948833748697	0.024102451279759407	16.922962799072266	46.970406	46.92965	0.0	0.0	34667	69335	0.5202074922117013	-0.2706550308815373	0.5555086501161579	1.4495660055518695	0.5172330271440668	0.004376589199551492	0.9999966614633679
700833	874	20395.400079250336	-97.84864090003084	-66.65828849697722	112.71288972414816	-0.0804902468082676	-310.7497653135121	-532.8291	-533.0325	8.42897937297821	8.210307688713074	520.6042129516602	17448.078	17217.824	0.0	0.0	349167	698334	-16.837801	-16.847157	0.024407825972884892	0.026552079380489885	16.87726984024048	30.638256	30.257969	0.0	0.0	34918	69836	0.5527486965394806	-0.10927487000678049	0.6633500140948199	1.44816609116713	0.8526505575975535	0.005394807955605747	0.9999981057920547
705838	879	20557.603018045425	-197.6731391869641	-198.6822742318115	65.69802788645855	-101.61488369394117	-327.3236276686444	-528.3651	-529.0806	7.679370827674866	7.2490954804420475	520.8131408691406	16867.635	17263.14	0.0	0.0	351669	703339	-17.476334	-17.47704	0.030824607769027353	0.030604889383539557	17.049920806884767	41.997913	41.46636	0.0	0.0	35168	70336	0.18439454708529524	-0.31251984739093475	0.6925633821500241	1.7415289718760718	-0.7383890428054132	0.004323256978230871	0.9999985986910067
710843	884	20713.53844833374	-216.32167093175707	-232.34995705134165	97.63355316099495	-0.07852772210697644	-312.06625267877394	-526.5642	-527.6769	8.411801364421844	8.198974857330322	517.0798458862305	15168.545	15677.81	0.0	0.0	354172	708344	-16.932463	-16.934492	0.027071813470683992	0.026621184227988124	17.160616216659545	40.124813	39.248817	0.0	0.0	35418	70837	0.4235725107285373	-0.12287264922873531	0.6720653019498972	1.7360212325280873	-0.39508920651615564	0.0023634981565549096	0.9999992178969901
715848	889	20874.40958046913	-182.67333224311156	-153.38882582356456	68.07434663146266	-109.21705905444048	-310.75201896594075	-527.2842	-527.1952	8.412277185916901	8.18383305311203	519.879921875	21676.836	22004.01	0.0	0.0	356674	713349	-17.23478	-17.244286	0.03321229625027627	0.02869697777554393	17.130782680511473	31.48873	31.650372	0.0	0.0	35668	71337	0.47523832133405475	0.22053439037564782	0.020688679702254076	1.2080303926713796	0.923738549962744	0.0024288824478355332	0.9999997034633024
720853	894	21021.57214331627	-158.93527772658217	-154.55029645179758	101.57067627300738	-0.08009875660652654	-302.0255733745471	-518.2071	-518.8376	8.859217925071716	8.58003443479538	516.2248574829101	14317.047	15017.039	0.0	0.0	359177	718354	-17.054287	-17.048496	0.027492685336619617	0.029766521789133547	17.08225100517273	42.73045	42.843513	0.0	0.0	35919	71838	0.5395631513641974	-0.1146965201832526	0.08134150666114381	1.5161687653737213	-0.04137665907541415	0.013854033133884119	0.9999583234034403
725858	899	21169.85709452629	-162.44931658360676	-171.60215119011724	97.84904226711109	-0.012519409805109436	-284.26635338242824	-518.74036	-518.7647	8.509003202915192	8.266686820983887	513.8968911743164	13864.6875	13842.094	0.0	0.0	361679	723359	-17.271452	-17.27373	0.025542299184016883	0.02696003223769367	17.087784690856935	32.7043	32.624905	0.0	0.0	36169	72338	-0.2670058567617045	0.36754309834966836	0.3655946457736996	1.6413844484268063	-0.25328106589382665	0.004888960046557288	0.9999958486543455
730864	905	21313.39376783371	-157.62474008487501	-171.87759344747158	130.1830812087319	-0.072601202645721	-317.83388216603595	-520.30176	-520.7308	8.363829843997955	7.8668437623977665	513.9815130615234	18339.07	18205.738	0.0	0.0	364182	728365	-17.423328	-17.439825	0.024903350374661386	0.027591759581118824	17.203504304885865	40.730316	39.978493	0.0	0.0	36419	72839	0.6383838312021268	-0.9992655372728554	0.6037695121751028	0.9851450635938062	-0.1845021840417497	2.3538269668403773	-0.4169283809920465
735874	915	21444.384702444077	-136.3512780041728	-112.09260912987511	138.6048457648857	-0.07386923566206793	-349.58324179229714	-513.71014	-513.49713	8.92527529478073	8.414763478040696	509.2731832885742	16366.643	16310.435	0.0	0.0	366687	733375	-17.32366	-17.316494	0.0336598411295563	0.02650981132872403	17.450195770263672	26.887	27.033169	0.0	0.0	36670	73340	-1.0860981994652765	-0.02724148352433098	-0.1724650275000248	0.8473633998036512	-0.7936520417633428	1.6902645818202076	0.2901886341640101
740282	922	21579.242215156555	-151.58267320339138	-138.5052915171518	111.2313481688004	-0.08423472407781736	-310.75160853730114	-512.5522	-514.08624	8.489183430671693	8.147502796649933	508.66489379882813	16004.227	18336.924	0.0	0.0	368891	737783	-17.368917	-17.372852	0.030586061868816614	0.027088388931006194	17.280653057098387	29.85816	29.921066	0.0	0.0	36890	73781	-0.14242470081937253	1.291026382910272	-0.6008985216959838	1.311784713891677	-0.05173586265829127	1.0263126073098643	0.7426573991728499
745287	927	21727.958957910538	-164.20678819822706	-178.66441683817578	99.13238392572137	-0.011681818698172431	-324.29613178734456	-507.64444	-507.94052	8.816125218868256	8.30602396965027	508.1743960571289	15594.552	15542.8545	0.0	0.0	371394	742788	-17.841524	-17.849443	0.03407877918798476	0.03275557092856616	17.534769134521483	53.8525	52.626667	0.0	0.0	37140	74281	-0.28034273476789007	0.48827610321523496	-0.592219386136638	1.8950123333341418	-0.7756805599156006	0.02884041234312373	0.9999538692385759
750293	933	21870.07750248909	-169.43467693889255	-199.88912794856702	133.00099192401717	-0.06376234158054468	-310.8361129764949	-514.5303	-514.43787	9.188938422203064	8.605440878868103	508.17132873535155	18730.344	19030.24	0.0	0.0	373897	747794	-17.86362	-17.86975	0.03578206514008343	0.03554733748547733	17.50448268890381	54.767303	54.84397	0.0	0.0	37391	74782	-0.750599155855344	0.3210529550319168	-0.4416743583324475	0.8391656794370699	-0.5297292059497376	2.2931232295459862	-0.527709010498647
755299	939	22016.3351418972	-179.641512512107	-203.15120376941343	106.39876459236461	-0.08102273792208942	-281.7466519965233	-508.69907	-510.11246	8.890950827598571	8.573734691143036	511.04393005371094	16430.91	17263.463	0.0	0.0	376400	752800	-17.421755	-17.42998	0.03485954201780259	0.03767867316491902	17.50945285797119	41.749573	42.99068	0.0	0.0	37641	75282	-0.44917994121194593	0.8743736399085327	-0.3399241130843821	1.824734563885071	-0.5322333330750824	0.02183670332994658	0.9999486772313624
760306	946	22159.832919359207	-146.6556640069218	-128.2752848652683	111.58408033169657	-0.0876335242304257	-327.2404760597517	-520.11475	-520.3558	9.5932035779953	9.069120285511017	512.79033203125	27150.256	29087.707	0.0	0.0	378903	757807	-17.27993	-17.272495	0.03786413321271539	0.0352835150808096	17.77014696121216	29.947866	30.501581	0.0	0.0	37891	75783	-1.0860934634463688	-0.021024731762339655	-0.17231947740065223	1.6297498742888028	0.010760270921326233	0.010631762842836392	0.9999787238528218
765324	954	22309.413647174835	-194.35255856359643	-212.23184914293833	120.59782390167271	-0.06646360956003726	-350.8053611301196	-525.8397	-525.76227	9.688744235038758	9.111393654346466	516.5631176757812	56571.668	55547.477	0.0	0.0	381412	762825	-17.702961	-17.730198	0.03367233151104301	0.0356586099928245	17.65266035079956	31.755932	31.454514	0.0	0.0	38142	76285	-0.22413989520076372	-0.21037492109895173	0.07712167577038698	1.8306509882728694	-0.7836892019750527	0.0389134475571273	0.9999128284785809
770086	960	22449.80832839012	-161.8452896895187	-203.25435744533053	113.71702153558898	-0.0894994803652571	-277.12901957431484	-517.1379	-517.77625	9.834025266170501	9.253024866580963	515.0219473266602	25534.342	25680.979	0.0	0.0	383793	767587	-17.910479	-17.90809	0.03592476082034409	0.03584562954492867	17.76751214981079	43.72814	43.58218	0.0	0.0	38380	76761	-0.5908373487348029	0.05572678887879312	-0.046325350782950636	1.012074820251488	-0.6804496178686675	1.3883202045607568	0.4517895560649408
775075	966	22588.314068317413	-125.26902373893967	-143.19283964821568	99.79492457692491	-0.01816383088004668	-270.68559124315635	-523.5053	-523.4679	10.37483073234558	9.92561984539032	520.6248202514648	27210.324	27659.818	0.0	0.0	386288	772576	-18.113987	-18.103836	0.03219948070589453	0.03441915560513735	17.823096084594727	57.01966	57.512817	0.0	0.0	38630	77260	-0.23547462211682213	1.1755158303717215	-0.5919574214402498	1.3948861096415708	0.2840278753263463	0.0008211593544834409	0.999999840699186
780082	973	22737.964581012726	-184.99764515493874	-203.94833213018688	106.58909109896697	-0.07210090934461177	-325.37298982161366	-524.46674	-524.9166	10.951539866924286	10.368270199298859	519.1511065673828	34539.453	34910.32	0.0	0.0	388791	777583	-17.804672	-17.811031	0.03785065888427198	0.038805894777178766	17.76287540435791	29.817562	29.60519	0.0	0.0	38880	77761	0.4170968730844593	-0.04149557258135195	-0.4737857516674874	1.2345161218029137	0.3540377116044034	2.1047120074620844	0.02158853796504072
785088	979	22883.591027736664	-164.6155819891833	-158.90834669829792	98.58559585173319	-0.09687339454865658	-310.82324105740554	-532.4301	-532.04456	9.73243855714798	9.223373720645904	525.1021112060547	49816.133	48466.633	0.0	0.0	391294	782589	-17.51609	-17.512	0.03770207471214235	0.039672380657866595	17.775203914642333	30.631042	31.28841	0.0	0.0	39130	78261	-0.6412453108982206	0.4931430270962469	-0.6118592691136344	1.7515858860834639	-0.780446936231154	0.02583579600350212	0.9999574765400309
790095	986	23049.299584150314	-188.96293817116728	-160.33915790933636	87.34727583560684	-121.79018108780618	-411.36059171037294	-526.5523	-526.93286	11.897987747192383	10.733957693576812	528.5698519897461	43763.375	46338.9	0.0	0.0	393798	787596	-18.27346	-18.26419	0.051084231035783884	0.048778789388015865	17.902751483917235	49.228718	50.067554	0.0	0.0	39381	78762	-2.372262452946875	0.6090969573906384	-1.1119001450735928	1.7452913934679262	0.049813799307784005	0.0036332845570889965	0.9999978385041726
